권역,SIG_CD,SIDO,시군구,OB_2024,OBz,OB_EHSA,OW_2024,OWz,OW_EHSA,CNT_2024,CNTz,CNT_EHSA
전국,37050,경북,구미시,11.3,0.28,No Pattern,19.9,0.77,No Pattern,273,-1.06,No Pattern
전국,37060,경북,영주시,14.3,2.34,No Pattern,23.5,1.66,No Pattern,48,-2.64,Persistent Cold
전국,37070,경북,영천시,12.6,1.57,No Pattern,20.7,2.84,Sporadic Hot,45,-0.59,No Pattern
전국,37080,경북,상주시,13.1,1.44,No Pattern,20.6,1.41,No Pattern,40,-2.65,Diminishing Cold
전국,37090,경북,문경시,12.7,0.8,No Pattern,22.4,0.94,No Pattern,33,-2.5,Persistent Cold
전국,37100,경북,경산시,11.6,0.95,No Pattern,20.9,1.11,No Pattern,135,0.52,No Pattern
전국,37520,경북,의성군,12.1,0.68,No Pattern,17.6,1.86,No Pattern,11,-1.8,No Pattern
전국,37530,경북,청송군,23.5,2.75,Sporadic Hot,39.2,3.51,Sporadic Hot,12,-2.62,Diminishing Cold
전국,37540,경북,영양군,22.6,2.68,Sporadic Hot,29.1,2.63,Sporadic Hot,7,-2.98,Persistent Cold
전국,37550,경북,영덕군,15.0,2.45,Sporadic Hot,25.0,2.85,Sporadic Hot,9,-2.07,No Pattern
전국,37560,경북,청도군,11.4,1.92,No Pattern,25.7,2.15,No Pattern,8,-0.55,No Pattern
전국,37570,경북,고령군,12.8,1.96,No Pattern,21.8,2.22,No Pattern,10,-0.85,No Pattern
전국,37580,경북,성주군,13.6,1.84,No Pattern,21.2,1.85,No Pattern,16,-2.03,No Pattern
전국,37590,경북,칠곡군,14.9,0.73,No Pattern,23.5,1.27,No Pattern,76,0.72,No Pattern
전국,37600,경북,예천군,7.1,1.47,No Pattern,12.2,1.18,No Pattern,21,-2.76,Persistent Cold
전국,37610,경북,봉화군,16.2,3.04,Sporadic Hot,23.6,2.62,Sporadic Hot,11,-3.06,Persistent Cold
전국,37620,경북,울진군,17.8,2.8,Sporadic Hot,32.9,1.42,Sporadic Hot,33,-3.32,Persistent Cold
전국,37630,경북,울릉군,14.8,1.52,Sporadic Hot,14.8,0.92,No Pattern,4,-1.17,No Pattern
전국,38030,경남,진주시,11.1,-0.04,No Pattern,20.4,0.2,No Pattern,178,-2.24,Sporadic Cold
전국,38050,경남,통영시,10.8,-0.86,No Pattern,16.9,-0.88,No Pattern,46,-0.38,No Pattern
전국,38060,경남,사천시,11.5,-0.36,No Pattern,21.2,-0.3,No Pattern,51,-1.56,No Pattern
전국,38070,경남,김해시,9.8,-1.46,No Pattern,17.8,-1.41,No Pattern,279,1.91,No Pattern
전국,38080,경남,밀양시,13.2,0.56,No Pattern,21.1,0.77,No Pattern,30,0.98,No Pattern
전국,38090,경남,거제시,7.9,-1.21,No Pattern,16.3,-1.19,No Pattern,106,0.19,No Pattern
전국,38100,경남,양산시,10.1,-1.11,No Pattern,17.9,-1.12,No Pattern,217,1.93,No Pattern
전국,38111,경남,창원시 의창구,10.2,0.04,No Pattern,18.5,-0.06,No Pattern,106,0.3,No Pattern
전국,38112,경남,창원시 성산구,7.3,-1.14,No Pattern,15.5,-1.24,No Pattern,83,2.28,No Pattern
전국,38113,경남,창원시 마산합포구,9.5,-0.28,No Pattern,16.9,-0.26,No Pattern,74,-0.63,No Pattern
전국,38114,경남,창원시 마산회원구,10.0,0.04,No Pattern,18.3,-0.04,No Pattern,67,-0.41,No Pattern
전국,38115,경남,창원시 진해구,9.6,-1.48,No Pattern,18.6,-1.41,No Pattern,99,1.92,No Pattern
전국,38510,경남,의령군,9.1,0.61,No Pattern,20.0,0.57,No Pattern,5,-2.27,No Pattern
전국,38520,경남,함안군,8.6,0.36,No Pattern,18.2,0.44,No Pattern,17,-0.9,No Pattern
전국,38530,경남,창녕군,15.1,1.61,No Pattern,22.3,1.87,No Pattern,23,-2.63,Diminishing Cold
전국,38540,경남,고성군,10.3,-0.72,No Pattern,18.2,-0.71,No Pattern,13,-0.55,No Pattern
전국,38550,경남,남해군,11.4,0.11,No Pattern,17.7,0.09,No Pattern,9,-1.91,No Pattern
전국,38560,경남,하동군,10.9,-0.22,No Pattern,16.3,-0.31,No Pattern,10,-2.43,Consecutive Cold
전국,38570,경남,산청군,12.5,0.3,No Pattern,17.9,0.4,No Pattern,7,-2.72,Persistent Cold
전국,38580,경남,함양군,10.6,0.52,No Pattern,25.0,0.65,No Pattern,11,-3.24,Persistent Cold
전국,38590,경남,거창군,13.1,1.25,No Pattern,22.5,1.15,No Pattern,28,-3.66,Persistent Cold
전국,38600,경남,합천군,13.0,2.2,No Pattern,28.6,2.5,No Pattern,10,-3.59,Persistent Cold
전국,39010,제주,제주시,10.7,1.57,Sporadic Hot,20.0,1.77,Sporadic Hot,307,1.99,No Pattern
전국,39020,제주,서귀포시,11.5,1.57,Sporadic Hot,21.8,1.77,Sporadic Hot,90,1.99,No Pattern
수도권,11010,서울,종로구,6.0,-1.51,Sporadic Cold,12.0,-1.2,Sporadic Cold,19,-0.87,No Pattern
수도권,11020,서울,중구,6.8,-2.4,Consecutive Cold,13.8,-2.25,Consecutive Cold,25,-2.83,Intensifying Cold
수도권,11030,서울,용산구,6.1,-3.12,Intensifying Cold,13.9,-3.16,Consecutive Cold,39,-2.22,Sporadic Cold
수도권,11040,서울,성동구,5.9,-1.95,Sporadic Cold,12.4,-1.92,Sporadic Cold,62,-2.17,Sporadic Cold
수도권,11050,서울,광진구,9.8,-1.1,No Pattern,16.9,-0.99,No Pattern,96,-0.35,No Pattern
수도권,11060,서울,동대문구,7.3,-0.68,No Pattern,15.8,-0.61,No Pattern,94,-0.45,No Pattern
수도권,11070,서울,중랑구,8.9,-0.62,No Pattern,17.7,-0.41,No Pattern,121,-0.26,No Pattern
수도권,11080,서울,성북구,7.0,-1.03,No Pattern,15.0,-0.93,No Pattern,113,-0.23,No Pattern
수도권,11090,서울,강북구,7.4,0.13,No Pattern,18.0,0.19,No Pattern,61,0.12,No Pattern
수도권,11100,서울,도봉구,10.0,0.53,No Pattern,18.6,0.48,No Pattern,100,0.28,No Pattern
수도권,11110,서울,노원구,8.2,-0.35,No Pattern,15.4,-0.15,No Pattern,135,1.54,No Pattern
수도권,11120,서울,은평구,8.1,-1.21,No Pattern,15.5,-1.0,New Cold,135,-0.31,No Pattern
수도권,11130,서울,서대문구,4.9,-1.72,Consecutive Cold,13.2,-1.49,Consecutive Cold,58,-1.65,No Pattern
수도권,11140,서울,마포구,6.4,-2.21,Sporadic Cold,13.2,-1.91,Sporadic Cold,80,-1.45,No Pattern
수도권,11150,서울,양천구,6.5,-0.93,No Pattern,13.6,-0.82,No Pattern,91,1.4,No Pattern
수도권,11160,서울,강서구,7.9,-0.81,No Pattern,16.0,-0.77,No Pattern,161,1.77,No Pattern
수도권,11170,서울,구로구,7.7,-0.16,No Pattern,15.2,-0.0,No Pattern,136,1.84,No Pattern
수도권,11180,서울,금천구,11.4,-0.09,No Pattern,22.1,0.07,No Pattern,84,-0.05,No Pattern
수도권,11190,서울,영등포구,6.2,-2.6,Intensifying Cold,15.7,-2.52,Sporadic Cold,100,-0.21,No Pattern
수도권,11200,서울,동작구,6.5,-2.65,Sporadic Cold,15.8,-2.63,Sporadic Cold,86,-1.23,No Pattern
수도권,11210,서울,관악구,8.6,-2.35,No Pattern,16.2,-2.27,No Pattern,101,-1.79,No Pattern
수도권,11220,서울,서초구,5.6,-3.48,Persistent Cold,13.0,-3.6,Persistent Cold,77,-2.23,Sporadic Cold
수도권,11230,서울,강남구,5.8,-2.43,Sporadic Cold,12.2,-2.81,Consecutive Cold,90,-0.87,No Pattern
수도권,11240,서울,송파구,6.2,-1.52,Sporadic Cold,13.9,-1.63,Consecutive Cold,165,-0.33,No Pattern
수도권,11250,서울,강동구,7.7,-1.07,No Pattern,16.1,-0.95,No Pattern,165,-0.29,No Pattern
수도권,23010,인천,중구,10.5,1.97,Sporadic Hot,20.7,2.17,Sporadic Hot,100,-0.97,No Pattern
수도권,23020,인천,동구,11.7,1.8,No Pattern,22.4,2.01,No Pattern,24,0.44,No Pattern
수도권,23040,인천,연수구,7.9,0.84,No Pattern,16.0,0.84,No Pattern,172,2.0,No Pattern
수도권,23050,인천,남동구,10.5,1.31,No Pattern,19.1,1.3,No Pattern,219,4.43,Persistent Hot
수도권,23060,인천,부평구,9.7,0.67,No Pattern,18.1,0.61,No Pattern,212,4.38,Persistent Hot
수도권,23070,인천,계양구,10.9,0.04,No Pattern,20.0,0.08,No Pattern,101,2.81,Consecutive Hot
수도권,23080,인천,서구,8.6,1.3,No Pattern,16.6,1.44,No Pattern,350,2.58,No Pattern
수도권,23090,인천,미추홀구,12.3,1.57,No Pattern,22.1,1.74,No Pattern,216,0.28,No Pattern
수도권,23510,인천,강화군,15.3,1.56,No Pattern,26.6,1.26,No Pattern,23,-0.56,No Pattern
수도권,23520,인천,옹진군,22.2,3.22,Consecutive Hot,25.9,3.58,Consecutive Hot,12,-1.14,No Pattern
수도권,31011,경기,수원시 장안구,9.3,-1.88,No Pattern,17.5,-2.14,No Pattern,98,-0.86,No Pattern
수도권,31012,경기,수원시 권선구,9.6,-0.55,No Pattern,18.8,-0.74,No Pattern,184,1.48,No Pattern
수도권,31013,경기,수원시 팔달구,8.7,-0.55,No Pattern,15.7,-0.78,No Pattern,92,-0.12,No Pattern
수도권,31014,경기,수원시 영통구,6.5,-2.11,No Pattern,13.0,-2.37,Sporadic Cold,142,1.74,New Hot
수도권,31021,경기,성남시 수정구,7.5,-3.46,Persistent Cold,14.9,-3.64,Persistent Cold,87,-1.92,No Pattern
수도권,31022,경기,성남시 중원구,9.2,-0.35,No Pattern,18.1,-0.44,No Pattern,88,-0.43,No Pattern
수도권,31023,경기,성남시 분당구,5.8,-1.58,No Pattern,12.9,-1.77,No Pattern,116,-0.92,No Pattern
수도권,31030,경기,의정부시,9.9,1.19,No Pattern,18.1,1.12,No Pattern,207,1.43,No Pattern
수도권,31041,경기,안양시 만안구,9.6,0.15,No Pattern,16.2,0.21,No Pattern,93,0.39,No Pattern
수도권,31042,경기,안양시 동안구,5.8,-2.34,No Pattern,13.3,-2.34,No Pattern,87,-1.94,No Pattern
수도권,31051,경기,부천시 원미구,10.7,0.49,No Pattern,18.4,0.55,No Pattern,176,3.2,No Pattern
수도권,31052,경기,부천시 소사구,10.6,0.46,No Pattern,18.8,0.48,No Pattern,136,4.01,Persistent Hot
수도권,31053,경기,부천시 오정구,14.1,-0.33,No Pattern,26.6,-0.27,No Pattern,68,2.28,No Pattern
수도권,31060,경기,광명시,6.9,0.68,No Pattern,13.5,0.78,No Pattern,92,1.5,No Pattern
수도권,31070,경기,평택시,10.4,0.93,No Pattern,19.1,1.05,No Pattern,392,2.87,Sporadic Hot
수도권,31080,경기,동두천시,18.0,4.18,Persistent Hot,26.6,3.61,Persistent Hot,48,-2.26,No Pattern
수도권,31091,경기,안산시 상록구,11.7,0.85,No Pattern,20.9,0.78,No Pattern,154,2.52,Sporadic Hot
수도권,31092,경기,안산시 단원구,11.4,3.37,Consecutive Hot,20.9,3.67,Consecutive Hot,176,0.6,No Pattern
수도권,31101,경기,고양시 덕양구,7.5,-1.24,No Pattern,15.0,-1.3,No Pattern,202,0.43,No Pattern
수도권,31103,경기,고양시 일산동구,7.3,-1.2,No Pattern,14.7,-1.29,No Pattern,88,0.99,No Pattern
수도권,31104,경기,고양시 일산서구,7.8,-0.99,No Pattern,15.7,-1.12,No Pattern,90,0.69,No Pattern
수도권,31110,경기,과천시,5.6,-2.79,Sporadic Cold,11.2,-2.84,Persistent Cold,33,-2.0,No Pattern
수도권,31120,경기,구리시,8.7,-0.5,No Pattern,17.8,-0.34,No Pattern,79,1.1,No Pattern
수도권,31130,경기,남양주시,9.8,1.24,No Pattern,17.6,1.32,No Pattern,396,-0.19,No Pattern
수도권,31140,경기,오산시,9.1,0.61,No Pattern,19.6,0.6,No Pattern,145,4.25,Intensifying Hot
수도권,31150,경기,시흥시,9.6,1.63,No Pattern,17.7,1.69,No Pattern,350,2.52,No Pattern
수도권,31160,경기,군포시,8.9,-0.6,No Pattern,16.7,-0.69,No Pattern,104,-0.93,No Pattern
수도권,31170,경기,의왕시,7.2,-2.65,Sporadic Cold,14.7,-2.77,No Pattern,62,-1.39,No Pattern
수도권,31180,경기,하남시,6.9,-0.13,No Pattern,15.3,-0.08,No Pattern,162,1.15,No Pattern
수도권,31191,경기,용인시 처인구,9.9,-0.32,No Pattern,19.7,-0.24,No Pattern,134,2.42,Consecutive Hot
수도권,31192,경기,용인시 기흥구,6.4,-2.6,Sporadic Cold,13.9,-2.77,Persistent Cold,148,1.92,Consecutive Hot
수도권,31193,경기,용인시 수지구,5.4,-3.47,Diminishing Cold,13.0,-3.6,Diminishing Cold,112,-0.95,No Pattern
수도권,31200,경기,파주시,9.4,0.27,No Pattern,17.2,0.04,No Pattern,292,0.07,No Pattern
수도권,31210,경기,이천시,11.5,1.99,Sporadic Hot,22.6,2.17,Sporadic Hot,130,-0.93,No Pattern
수도권,31220,경기,안성시,11.0,1.49,No Pattern,20.3,1.68,No Pattern,92,0.57,No Pattern
수도권,31230,경기,김포시,7.7,0.13,No Pattern,15.2,-0.13,No Pattern,261,1.26,No Pattern
수도권,31240,경기,화성시,8.2,-0.05,No Pattern,16.1,-0.13,No Pattern,603,3.33,Intensifying Hot
수도권,31250,경기,광주시,12.2,0.81,No Pattern,21.4,0.95,No Pattern,268,-0.31,No Pattern
수도권,31260,경기,양주시,12.1,2.93,Persistent Hot,20.5,2.59,Sporadic Hot,191,-0.6,No Pattern
수도권,31270,경기,포천시,14.3,3.95,Persistent Hot,22.9,3.58,Persistent Hot,71,-0.81,No Pattern
수도권,31280,경기,여주시,11.1,1.84,No Pattern,18.1,1.91,No Pattern,43,-1.37,No Pattern
수도권,31550,경기,연천군,11.2,3.87,Persistent Hot,20.2,3.42,Persistent Hot,15,-1.21,No Pattern
수도권,31570,경기,가평군,13.7,1.99,No Pattern,21.1,2.01,No Pattern,24,-0.58,No Pattern
수도권,31580,경기,양평군,7.0,1.95,No Pattern,15.6,2.08,No Pattern,26,-0.37,No Pattern
서울,11010,서울,종로구,6.0,0.26,No Pattern,12.0,0.58,No Pattern,19,-1.56,No Pattern
서울,11020,서울,중구,6.8,-1.28,New Cold,13.8,-1.12,New Cold,25,-4.33,Intensifying Cold
서울,11030,서울,용산구,6.1,-2.35,Sporadic Cold,13.9,-2.41,Sporadic Cold,39,-3.11,Persistent Cold
서울,11040,서울,성동구,5.9,-0.55,No Pattern,12.4,-0.6,No Pattern,62,-3.06,Persistent Cold
서울,11050,서울,광진구,9.8,0.79,No Pattern,16.9,0.67,No Pattern,96,1.14,No Pattern
서울,11060,서울,동대문구,7.3,1.33,No Pattern,15.8,1.21,No Pattern,94,0.07,No Pattern
서울,11070,서울,중랑구,8.9,1.37,No Pattern,17.7,1.39,No Pattern,121,1.21,No Pattern
서울,11080,서울,성북구,7.0,1.36,No Pattern,15.0,1.2,No Pattern,113,-0.1,No Pattern
서울,11090,서울,강북구,7.4,1.53,No Pattern,18.0,1.48,New Hot,61,0.11,No Pattern
서울,11100,서울,도봉구,10.0,1.49,No Pattern,18.6,1.36,No Pattern,100,0.42,No Pattern
서울,11110,서울,노원구,8.2,1.14,No Pattern,15.4,1.28,New Hot,135,1.43,No Pattern
서울,11120,서울,은평구,8.1,0.23,No Pattern,15.5,0.38,No Pattern,135,-0.84,No Pattern
서울,11130,서울,서대문구,4.9,-0.4,No Pattern,13.2,-0.17,No Pattern,58,-2.19,Sporadic Cold
서울,11140,서울,마포구,6.4,-1.05,New Cold,13.2,-0.63,No Pattern,80,-2.7,Sporadic Cold
서울,11150,서울,양천구,6.5,-0.07,No Pattern,13.6,-0.06,No Pattern,91,2.48,No Pattern
서울,11160,서울,강서구,7.9,-0.37,No Pattern,16.0,-0.41,No Pattern,161,1.77,No Pattern
서울,11170,서울,구로구,7.7,1.55,No Pattern,15.2,1.56,No Pattern,136,1.13,No Pattern
서울,11180,서울,금천구,11.4,1.82,Consecutive Hot,22.1,1.95,Consecutive Hot,84,0.92,No Pattern
서울,11190,서울,영등포구,6.2,-1.5,No Pattern,15.7,-1.44,No Pattern,100,0.73,No Pattern
서울,11200,서울,동작구,6.5,-2.01,No Pattern,15.8,-1.95,No Pattern,86,-1.33,No Pattern
서울,11210,서울,관악구,8.6,-0.37,No Pattern,16.2,-0.39,No Pattern,101,-0.79,No Pattern
서울,11220,서울,서초구,5.6,-2.87,No Pattern,13.0,-2.91,No Pattern,77,-1.78,No Pattern
서울,11230,서울,강남구,5.8,-2.69,Sporadic Cold,12.2,-3.07,Sporadic Cold,90,-0.42,No Pattern
서울,11240,서울,송파구,6.2,-0.95,No Pattern,13.9,-1.11,No Pattern,165,1.1,No Pattern
서울,11250,서울,강동구,7.7,0.02,No Pattern,16.1,-0.05,No Pattern,165,1.68,Sporadic Hot
충청권,25010,대전,동구,10.8,1.23,No Pattern,19.1,1.07,No Pattern,90,-0.25,No Pattern
충청권,25020,대전,중구,10.4,0.05,No Pattern,18.2,0.06,No Pattern,79,1.78,No Pattern
충청권,25030,대전,서구,8.5,-0.94,No Pattern,17.7,-0.9,No Pattern,169,1.15,No Pattern
충청권,25040,대전,유성구,7.0,-2.58,Sporadic Cold,15.4,-2.86,Sporadic Cold,157,2.06,No Pattern
충청권,25050,대전,대덕구,11.9,-1.87,No Pattern,21.0,-1.98,Sporadic Cold,65,3.26,Diminishing Hot
충청권,29010,세종,세종시,5.4,-2.47,Sporadic Cold,12.7,-2.86,Sporadic Cold,186,2.88,Persistent Hot
충청권,33020,충북,충주시,11.7,0.22,No Pattern,20.7,1.23,No Pattern,114,-0.91,No Pattern
충청권,33030,충북,제천시,14.8,0.79,No Pattern,23.6,0.79,No Pattern,79,-0.73,No Pattern
충청권,33041,충북,청주시 상당구,8.7,-0.45,No Pattern,16.0,-0.45,No Pattern,104,-0.04,No Pattern
충청권,33042,충북,청주시 서원구,12.3,-2.31,Sporadic Cold,21.7,-2.62,Sporadic Cold,96,3.26,Persistent Hot
충청권,33043,충북,청주시 흥덕구,8.8,-2.28,Consecutive Cold,15.4,-2.47,Sporadic Cold,152,3.13,Persistent Hot
충청권,33044,충북,청주시 청원구,8.7,-0.69,No Pattern,16.4,-0.86,No Pattern,107,1.81,No Pattern
충청권,33520,충북,보은군,16.7,0.17,No Pattern,23.4,0.51,No Pattern,15,-1.0,No Pattern
충청권,33530,충북,옥천군,14.5,2.14,Sporadic Hot,25.2,1.86,Sporadic Hot,23,-1.84,Sporadic Cold
충청권,33540,충북,영동군,23.0,2.13,Sporadic Hot,29.3,2.34,Consecutive Hot,29,-2.07,No Pattern
충청권,33550,충북,진천군,12.0,-0.27,No Pattern,21.0,-0.1,No Pattern,65,1.27,No Pattern
충청권,33560,충북,괴산군,14.3,0.38,No Pattern,22.2,0.55,No Pattern,9,-1.38,No Pattern
충청권,33570,충북,음성군,12.3,0.44,No Pattern,20.7,1.17,No Pattern,38,-1.47,No Pattern
충청권,33580,충북,단양군,17.3,1.09,No Pattern,22.6,1.06,No Pattern,13,-1.15,No Pattern
충청권,33590,충북,증평군,13.9,-0.09,No Pattern,23.0,0.51,No Pattern,29,-0.69,No Pattern
충청권,34011,충남,천안시 동남구,11.2,-2.08,Consecutive Cold,21.5,-2.27,Sporadic Cold,124,3.96,Intensifying Hot
충청권,34012,충남,천안시 서북구,9.6,-1.12,No Pattern,17.6,-1.09,No Pattern,228,3.01,Consecutive Hot
충청권,34020,충남,공주시,10.0,-1.18,No Pattern,20.6,-1.7,No Pattern,30,0.26,No Pattern
충청권,34030,충남,보령시,14.7,1.94,No Pattern,25.0,1.87,Sporadic Hot,46,-2.56,Persistent Cold
충청권,34040,충남,아산시,10.0,-0.88,No Pattern,18.4,-1.25,No Pattern,241,2.15,Sporadic Hot
충청권,34050,충남,서산시,9.0,-0.18,No Pattern,16.8,-0.13,No Pattern,87,-1.19,No Pattern
충청권,34060,충남,논산시,14.3,0.36,No Pattern,21.5,0.24,No Pattern,63,-0.83,No Pattern
충청권,34070,충남,계룡시,7.7,-1.65,No Pattern,16.2,-1.81,No Pattern,22,1.01,No Pattern
충청권,34080,충남,당진시,12.8,-0.52,No Pattern,21.0,-0.8,No Pattern,118,0.98,No Pattern
충청권,34510,충남,금산군,16.7,0.98,No Pattern,29.2,1.15,No Pattern,20,0.21,No Pattern
충청권,34530,충남,부여군,12.0,2.37,No Pattern,27.2,2.16,No Pattern,15,-2.53,Consecutive Cold
충청권,34540,충남,서천군,19.8,1.91,No Pattern,30.6,2.09,No Pattern,22,-1.9,No Pattern
충청권,34550,충남,청양군,8.2,1.31,No Pattern,22.5,1.03,No Pattern,4,-2.65,Persistent Cold
충청권,34560,충남,홍성군,12.8,0.53,No Pattern,22.6,0.3,No Pattern,55,-1.92,No Pattern
충청권,34570,충남,예산군,16.7,0.09,No Pattern,24.2,-0.44,No Pattern,31,-0.41,No Pattern
충청권,34580,충남,태안군,13.3,-0.47,No Pattern,21.2,-0.08,No Pattern,22,-0.79,No Pattern
전북,35011,전북,전주시 완산구,10.0,-0.68,No Pattern,18.3,-1.06,No Pattern,124,2.26,Persistent Hot
전북,35012,전북,전주시 덕진구,8.6,-0.44,No Pattern,16.7,-0.73,No Pattern,143,3.22,Diminishing Hot
전북,35020,전북,군산시,12.3,0.71,No Pattern,22.5,0.67,No Pattern,140,2.35,Persistent Hot
전북,35030,전북,익산시,14.1,0.15,No Pattern,24.6,-0.08,No Pattern,136,3.22,Persistent Hot
전북,35040,전북,정읍시,12.3,0.77,No Pattern,22.1,0.61,No Pattern,40,-2.39,Persistent Cold
전북,35050,전북,남원시,13.8,-0.51,No Pattern,23.6,-0.46,No Pattern,34,-2.25,Diminishing Cold
전북,35060,전북,김제시,11.6,0.47,No Pattern,20.0,0.21,No Pattern,26,3.56,Persistent Hot
전북,35510,전북,완주군,10.4,-0.58,No Pattern,16.1,-0.93,No Pattern,46,1.77,No Pattern
전북,35520,전북,진안군,17.5,-0.45,No Pattern,28.0,-0.7,No Pattern,10,-2.54,Persistent Cold
전북,35530,전북,무주군,9.5,-0.28,No Pattern,14.3,-0.06,No Pattern,4,-2.16,Persistent Cold
전북,35540,전북,장수군,4.4,-0.48,No Pattern,17.7,-0.5,No Pattern,2,-2.74,Persistent Cold
전북,35550,전북,임실군,12.3,-0.6,No Pattern,27.7,-0.58,No Pattern,8,-2.77,Diminishing Cold
전북,35560,전북,순창군,17.8,-0.65,No Pattern,30.7,-0.85,No Pattern,18,-1.74,No Pattern
전북,35570,전북,고창군,19.1,1.45,No Pattern,28.7,1.81,No Pattern,30,-1.17,No Pattern
전북,35580,전북,부안군,17.7,1.59,No Pattern,26.5,1.83,No Pattern,20,-1.3,No Pattern
전남,24010,광주,동구,8.2,-0.79,No Pattern,16.2,-1.03,No Pattern,40,1.4,No Pattern
전남,24020,광주,서구,10.6,-1.25,No Pattern,21.0,-1.2,No Pattern,116,4.82,Persistent Hot
전남,24030,광주,남구,11.5,-1.22,No Pattern,20.7,-1.48,No Pattern,103,2.16,No Pattern
전남,24040,광주,북구,9.6,-0.88,No Pattern,18.5,-1.22,No Pattern,182,2.37,No Pattern
전남,24050,광주,광산구,11.6,-1.51,No Pattern,19.8,-1.78,No Pattern,241,3.01,Consecutive Hot
전남,36010,전남,목포시,14.8,0.41,No Pattern,23.4,0.66,No Pattern,142,0.74,No Pattern
전남,36020,전남,여수시,11.3,-1.12,No Pattern,19.8,-1.19,No Pattern,137,2.33,No Pattern
전남,36030,전남,순천시,10.2,-0.85,No Pattern,20.2,-0.67,No Pattern,148,0.06,No Pattern
전남,36040,전남,나주시,11.4,-0.9,No Pattern,17.6,-1.11,No Pattern,77,0.83,No Pattern
전남,36060,전남,광양시,12.6,-1.48,No Pattern,23.0,-1.51,No Pattern,102,1.47,No Pattern
전남,36510,전남,담양군,13.7,-0.2,No Pattern,22.6,-0.17,No Pattern,17,-0.21,No Pattern
전남,36520,전남,곡성군,13.3,-0.75,No Pattern,20.0,-0.69,No Pattern,6,-1.04,No Pattern
전남,36530,전남,구례군,8.8,-1.09,No Pattern,17.6,-0.61,No Pattern,3,0.16,No Pattern
전남,36550,전남,고흥군,11.7,0.75,No Pattern,21.1,0.25,No Pattern,15,-1.33,No Pattern
전남,36560,전남,보성군,13.5,0.3,No Pattern,22.5,-0.28,No Pattern,12,-0.87,No Pattern
전남,36570,전남,화순군,12.3,-0.7,No Pattern,21.8,-0.72,No Pattern,22,-0.15,No Pattern
전남,36580,전남,장흥군,17.4,0.39,No Pattern,25.5,0.38,No Pattern,15,-2.0,No Pattern
전남,36590,전남,강진군,11.9,0.31,No Pattern,23.8,0.96,No Pattern,10,-1.67,No Pattern
